region,year,protesterviolence,participants_category,demand_political_behavior_process,demand_labor_wage_dispute,demand_police_brutality,demand_social_restrictions,demand_land_farm_issue,demand_politician_removal,demand_price_inc_tax_policy,response_category_2,response_category_3
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,100-999,0,0,0,0,0,1,0,1,2
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,0,0,0,0,0,1,0,1,2
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,1,0,0,0
Africa,2016,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1991,0,>10000,1,0,0,0,0,0,0,0,0
Africa,1992,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,1992,1,100-999,1,0,0,0,0,0,0,0,1
Africa,1992,0,>10000,1,0,0,0,0,0,0,0,1
Africa,1993,1,50-99,1,0,0,0,0,0,0,0,0
Africa,1993,1,50-99,1,0,0,0,0,0,0,0,0
Africa,1993,0,>10000,1,0,0,0,0,0,0,0,1
Africa,2010,0,100-999,0,0,0,1,0,0,1,0,0
Africa,2014,0,2000-4999,1,0,0,0,0,0,0,0,1
Africa,2014,0,2000-4999,1,0,0,0,0,0,0,0,1
Africa,1990,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,1990,1,50-99,0,0,0,0,0,0,1,0,1
Africa,1990,1,50-99,1,0,0,0,0,0,0,0,1
Africa,1996,0,100-999,1,0,0,0,0,0,0,0,0
Africa,1996,0,50-99,0,0,0,0,0,0,1,0,0
Africa,1996,0,100-999,0,0,0,0,0,0,1,0,0
Africa,1996,0,100-999,0,0,0,0,0,0,1,0,0
Africa,1997,0,50-99,1,0,0,0,0,0,0,1,2
Africa,1997,0,5000-10000,1,0,0,0,0,0,0,0,0
Africa,2003,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2005,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2006,0,5000-10000,1,0,0,1,0,0,0,0,0
Africa,2006,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2006,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2006,1,50-99,1,0,0,0,0,0,0,0,1
Africa,2006,1,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2007,1,100-999,1,0,0,0,0,0,0,0,1
Africa,2008,1,>10000,0,0,0,0,0,0,1,1,2
Africa,2009,1,50-99,1,0,0,0,0,0,0,0,1
Africa,2011,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,2011,1,50-99,0,0,0,0,0,0,1,0,0
Africa,2018,1,100-999,1,0,1,0,0,0,0,1,2
Africa,1992,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1993,0,2000-4999,0,0,0,1,0,0,0,0,0
Africa,1995,0,100-999,0,0,0,0,0,0,1,1,2
Africa,1996,0,100-999,0,0,0,1,0,0,0,1,2
Africa,2000,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2002,1,100-999,1,1,0,0,0,0,0,1,2
Africa,2005,1,100-999,1,0,0,0,0,0,0,0,1
Africa,2005,1,50-99,0,0,0,0,1,0,0,1,2
Africa,2011,1,100-999,0,0,0,0,0,1,0,1,2
Africa,2013,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2012,0,50-99,1,0,1,0,0,0,0,1,2
Africa,2016,0,100-999,1,0,0,0,0,1,0,1,2
Africa,2016,1,100-999,1,0,0,0,0,1,0,1,2
Africa,2016,1,50-99,1,0,0,0,1,0,0,0,0
Africa,2016,1,50-99,1,0,0,0,1,0,0,0,0
Africa,2017,0,100-999,1,0,0,0,0,0,0,0,1
Africa,2018,1,100-999,0,0,1,0,0,0,0,1,2
Africa,2018,0,100-999,0,0,1,0,0,0,0,0,1
Africa,2018,0,>10000,1,0,0,0,0,0,0,0,0
Africa,2018,1,100-999,1,0,0,0,0,0,0,0,1
Africa,2018,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,2019,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,2019,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2020,0,2000-4999,1,0,0,0,0,0,0,0,1
Africa,1990,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1991,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1992,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,1994,0,>10000,1,0,0,1,0,0,0,0,1
Africa,1994,0,>10000,1,0,0,0,0,0,0,0,0
Africa,1996,0,>10000,0,0,0,0,0,0,1,0,0
Africa,1996,0,2000-4999,0,0,0,0,0,0,1,0,0
Africa,1997,0,100-999,0,0,0,0,1,0,0,1,2
Africa,2001,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,2001,1,1000-1999,1,0,0,0,0,0,0,1,2
Africa,2001,0,100-999,1,0,0,0,0,0,0,0,0
Africa,2002,1,100-999,0,0,0,0,1,0,0,1,2
Africa,2002,0,>10000,1,0,0,0,0,0,0,0,0
Africa,2002,1,1000-1999,1,0,0,0,0,0,0,1,2
Africa,2004,0,5000-10000,1,0,0,0,0,0,0,0,0
Africa,2005,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2005,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2006,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2012,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2012,0,50-99,1,0,0,0,0,0,0,0,0
Africa,2013,1,5000-10000,0,0,0,0,1,0,0,1,2
Africa,2014,0,50-99,0,0,0,0,1,0,0,1,2
Africa,2014,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2015,1,100-999,1,0,0,0,1,0,0,1,2
Africa,2015,1,100-999,1,0,0,0,1,0,0,1,2
Africa,2015,1,100-999,1,0,0,0,1,0,0,1,2
Africa,2015,1,100-999,1,0,0,0,1,0,0,1,2
Africa,2001,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2013,0,50-99,1,0,0,0,0,0,0,1,2
Africa,2017,1,100-999,0,0,0,1,0,0,0,0,1
Africa,1991,1,100-999,0,1,0,0,0,0,0,0,0
Africa,1994,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,1999,0,100-999,0,0,0,0,0,0,1,1,2
Africa,2000,0,100-999,0,0,0,0,0,0,1,1,2
Africa,2000,0,100-999,0,0,0,0,0,0,1,0,0
Africa,2001,1,2000-4999,0,0,0,0,1,0,0,1,2
Africa,2002,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2003,0,2000-4999,0,0,0,0,0,0,1,0,0
Africa,2003,0,100-999,0,0,0,0,0,1,0,1,2
Africa,2003,0,100-999,1,0,0,0,0,0,0,0,0
Africa,2004,0,>10000,0,0,0,0,0,1,0,0,0
Africa,2005,0,>10000,1,0,0,0,0,0,0,0,0
Africa,2005,0,100-999,1,0,0,0,0,0,0,0,0
Africa,2006,0,5000-10000,0,1,0,0,0,0,0,0,0
Africa,2009,0,100-999,0,0,0,0,1,0,0,0,1
Africa,2012,0,2000-4999,0,1,0,0,0,0,0,0,0
Africa,2013,0,100-999,0,0,1,0,0,0,0,1,2
Africa,2013,0,100-999,0,0,1,0,0,0,0,0,1
Africa,2015,0,50-99,1,0,0,0,0,0,0,1,2
Africa,2015,0,50-99,1,0,0,0,0,0,0,1,2
Africa,2015,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2016,0,50-99,0,0,0,0,1,0,0,1,2
Africa,2017,0,100-999,1,0,0,1,0,0,0,0,0
Africa,2019,0,100-999,1,0,0,0,0,0,0,0,0
Africa,1990,1,100-999,0,1,0,0,0,0,0,0,0
Africa,1990,0,2000-4999,0,1,0,0,0,0,0,1,2
Africa,1991,0,100-999,0,1,0,0,0,0,0,1,2
Africa,1992,1,100-999,0,1,0,0,0,0,0,1,2
Africa,1992,0,50-99,0,1,0,0,0,0,0,0,0
Africa,1992,0,100-999,0,1,0,0,0,0,0,0,0
Africa,1992,0,100-999,0,1,0,0,0,0,0,0,0
Africa,1992,0,100-999,0,1,0,0,0,0,0,0,0
Africa,1992,0,50-99,0,1,0,0,0,0,0,0,0
Africa,1993,0,100-999,1,1,0,0,0,0,0,1,2
Africa,1993,1,100-999,0,1,0,0,0,0,0,1,2
Africa,1993,1,2000-4999,0,0,0,0,0,0,1,1,2
Africa,1993,1,50-99,0,0,0,0,0,0,1,0,1
Africa,1994,1,100-999,1,0,0,0,0,0,0,0,0
Africa,1994,0,100-999,0,0,0,0,0,0,1,0,0
Africa,1994,1,100-999,1,1,0,0,0,0,0,1,2
Africa,1994,1,100-999,1,1,0,0,0,0,0,0,1
Africa,1994,1,100-999,0,0,0,0,0,0,1,1,2
Africa,1994,1,100-999,1,1,0,0,0,0,0,0,1
Africa,1995,1,50-99,0,1,0,0,0,0,0,0,1
Africa,1995,1,50-99,0,1,0,0,0,0,0,0,1
Africa,1995,1,100-999,0,0,0,0,0,0,1,1,2
Africa,1996,1,100-999,1,0,0,0,0,0,0,0,0
Africa,1997,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1997,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1998,0,5000-10000,0,1,0,0,0,0,0,0,0
Africa,2000,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2001,1,100-999,0,1,0,0,0,0,0,1,2
Africa,2003,0,>10000,0,1,0,0,0,0,0,0,0
Africa,2003,1,100-999,0,1,0,0,0,0,0,0,0
Africa,2004,0,2000-4999,0,1,0,0,0,0,0,0,0
Africa,2004,0,100-999,0,1,0,0,0,0,0,0,1
Africa,2004,0,100-999,0,1,0,0,0,0,0,1,2
Africa,2005,0,50-99,0,1,0,0,0,0,0,1,2
Africa,2008,1,50-99,0,0,0,0,0,0,1,1,2
Africa,2008,1,2000-4999,0,0,0,0,0,0,1,0,1
Africa,2009,0,100-999,1,0,0,0,0,0,0,0,0
Africa,2010,0,100-999,0,1,0,0,0,0,0,0,0
Africa,2010,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2010,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2010,1,50-99,0,0,0,0,0,0,1,1,2
Africa,2011,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2011,0,1000-1999,0,0,0,0,1,0,0,0,0
Africa,2011,0,50-99,1,0,0,0,0,0,0,0,1
Africa,2011,0,100-999,0,1,0,0,0,0,0,0,0
Africa,2012,0,100-999,0,0,0,0,1,0,0,1,2
Africa,2012,0,2000-4999,0,1,0,0,0,0,0,0,0
Africa,2012,0,1000-1999,1,0,0,0,0,0,0,0,0
Africa,2012,1,100-999,0,0,0,1,0,0,0,0,1
Africa,2012,1,50-99,0,0,0,0,0,0,1,0,1
Africa,2013,0,100-999,0,1,0,0,0,0,0,0,0
Africa,2013,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2013,0,100-999,0,1,0,0,0,0,0,0,0
Africa,2013,0,50-99,0,1,0,0,0,0,0,0,1
Africa,2013,0,100-999,0,1,0,0,0,0,0,1,2
Africa,2013,0,50-99,0,1,0,0,0,0,0,0,1
Africa,2013,1,100-999,0,0,1,0,0,0,0,1,2
Africa,2013,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2014,0,50-99,1,0,0,0,0,0,0,0,0
Africa,2014,0,50-99,0,0,0,1,0,0,0,0,0
Africa,2014,0,1000-1999,0,0,0,1,0,0,0,0,1
Africa,2014,0,100-999,0,1,0,0,0,0,0,0,0
Africa,2014,0,100-999,0,1,0,0,0,0,0,0,0
Africa,2014,1,100-999,1,0,0,0,0,0,0,0,1
Africa,2015,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2015,0,2000-4999,1,0,0,0,0,0,0,0,1
Africa,2015,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2015,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2015,1,50-99,0,0,1,0,0,0,0,1,2
Africa,2016,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2016,1,1000-1999,1,0,0,0,0,0,0,1,2
Africa,2016,0,100-999,0,0,1,0,0,0,0,0,1
Africa,2017,0,50-99,0,0,0,0,0,1,0,0,0
Africa,2017,1,50-99,0,0,1,0,0,0,0,1,2
Africa,2017,0,50-99,1,0,0,0,0,0,0,0,0
Africa,1990,1,2000-4999,0,0,0,0,0,0,1,1,2
Africa,1991,0,2000-4999,1,0,0,0,0,0,0,0,1
Africa,1992,1,100-999,1,0,0,0,0,0,0,0,1
Africa,1992,0,100-999,0,0,0,0,0,0,1,1,2
Africa,1992,0,100-999,0,0,0,0,0,0,1,1,2
Africa,1992,0,1000-1999,1,0,0,0,0,0,0,1,2
Africa,1992,0,2000-4999,1,0,0,0,0,0,0,1,2
Africa,1993,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,1994,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1994,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1994,1,100-999,0,0,1,0,0,0,0,0,1
Africa,1994,0,100-999,1,0,0,0,0,0,0,0,1
Africa,1995,0,100-999,0,1,0,0,0,0,0,0,0
Africa,1995,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,1995,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1996,1,100-999,1,0,0,0,0,0,0,0,0
Africa,1996,1,1000-1999,1,0,0,0,0,0,0,0,1
Africa,1996,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1996,0,2000-4999,1,0,0,0,0,1,0,0,0
Africa,1996,0,1000-1999,1,0,0,0,0,0,0,0,0
Africa,1997,1,1000-1999,1,0,0,0,0,0,0,1,2
Africa,1997,0,100-999,1,0,0,0,0,0,0,0,1
Africa,1997,0,50-99,0,1,0,0,0,0,0,0,0
Africa,1997,0,1000-1999,0,1,0,0,0,0,0,0,0
Africa,1997,1,100-999,1,0,0,0,0,0,0,0,1
Africa,1997,0,1000-1999,1,0,0,0,0,0,0,0,0
Africa,1997,0,100-999,1,0,0,0,0,0,0,0,1
Africa,1997,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1997,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,1997,0,50-99,0,1,0,0,0,0,0,0,0
Africa,1997,0,100-999,0,0,1,0,0,0,0,0,0
Africa,1997,0,100-999,1,0,0,0,0,0,0,0,0
Africa,1998,0,50-99,1,0,0,0,0,0,0,0,0
Africa,1998,1,100-999,1,0,0,0,0,0,0,0,1
Africa,1998,1,100-999,0,1,0,0,0,0,0,0,1
Africa,1998,0,2000-4999,1,1,0,0,0,0,0,0,1
Africa,1998,1,100-999,0,1,0,0,0,0,0,1,2
Africa,1999,0,2000-4999,1,0,0,0,0,0,0,0,1
Africa,2001,0,>10000,1,0,0,0,0,0,0,0,0
Africa,2001,0,100-999,1,0,0,0,0,0,0,0,0
Africa,2001,0,2000-4999,1,0,0,0,0,0,0,1,2
Africa,2001,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2002,1,2000-4999,1,0,0,0,0,0,0,1,2
Africa,2002,0,100-999,0,0,0,1,0,0,0,1,2
Africa,2003,1,2000-4999,1,0,0,0,0,0,0,0,1
Africa,2003,0,100-999,0,1,0,0,0,0,0,0,1
Africa,2004,0,5000-10000,0,1,0,0,0,0,1,0,0
Africa,2004,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2005,0,50-99,1,0,0,0,0,0,0,0,0
Africa,2005,1,50-99,0,1,0,0,0,0,0,1,2
Africa,2005,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2005,0,>10000,1,0,0,0,0,0,0,0,0
Africa,2005,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2006,1,50-99,0,1,0,0,0,0,0,1,2
Africa,2006,1,50-99,1,0,0,0,0,0,0,0,1
Africa,2008,1,50-99,0,0,1,0,0,0,0,1,2
Africa,2009,0,5000-10000,0,1,0,0,0,0,0,0,0
Africa,2009,0,100-999,0,0,1,0,0,0,0,0,0
Africa,2010,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2010,0,100-999,0,0,0,0,0,1,0,0,0
Africa,2011,1,50-99,0,0,0,0,0,1,0,1,2
Africa,2011,1,50-99,0,0,0,0,0,0,1,0,1
Africa,2011,0,50-99,0,1,0,0,0,0,0,0,1
Africa,2011,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2011,0,50-99,0,1,0,0,0,0,0,0,0
Africa,2011,0,100-999,1,0,0,0,0,0,0,0,0
Africa,2012,0,50-99,0,0,0,0,0,1,0,0,0
Africa,2012,0,50-99,0,1,0,0,0,0,0,0,0
Africa,2012,0,100-999,1,0,0,0,0,0,0,0,1
Africa,2012,1,50-99,0,0,0,0,1,0,0,0,1
Africa,2012,0,50-99,0,1,0,0,0,0,0,1,2
Africa,2012,1,50-99,0,0,1,0,0,0,0,1,2
Africa,2013,0,50-99,1,0,0,0,0,0,0,0,0
Africa,2013,0,50-99,0,0,1,0,0,0,0,1,2
Africa,2013,0,50-99,1,1,0,0,0,0,0,1,2
Africa,2013,1,50-99,1,0,0,0,0,0,0,0,1
Africa,2014,0,50-99,0,0,0,0,0,0,1,0,0
Africa,2014,0,100-999,0,0,0,0,0,0,1,0,0
Africa,2014,0,50-99,0,0,0,0,0,0,1,1,2
Africa,2014,1,100-999,0,1,0,0,0,0,0,0,0
Africa,2014,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2014,0,100-999,1,0,0,0,0,0,0,0,0
Africa,2014,1,100-999,1,0,0,0,0,0,0,0,1
Africa,2014,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2014,0,100-999,0,1,0,0,0,0,0,0,0
Africa,2016,1,50-99,0,0,1,0,0,0,0,1,2
Africa,2016,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2016,1,50-99,1,0,0,0,0,0,0,0,1
Africa,2016,0,50-99,1,0,0,0,0,0,0,0,1
Africa,2016,0,50-99,1,0,0,1,0,0,0,0,1
Africa,2016,1,50-99,1,0,0,1,0,0,0,0,0
Africa,2017,1,50-99,0,0,1,0,0,0,0,0,1
Africa,2018,0,50-99,0,0,0,1,0,0,0,0,0
Africa,2018,0,50-99,1,0,0,0,0,0,0,0,1
Africa,2019,0,100-999,1,0,0,0,0,0,0,0,0
Africa,1990,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1990,0,100-999,0,1,0,0,0,0,0,1,2
Africa,1990,0,2000-4999,0,1,0,0,0,0,0,0,1
Africa,1990,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1991,0,50-99,1,0,0,0,0,0,0,0,0
Africa,1991,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1992,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1992,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1993,0,100-999,0,0,0,0,0,1,0,0,0
Africa,1993,0,100-999,1,0,0,0,0,0,0,0,0
Africa,1993,1,100-999,0,0,0,0,0,0,1,1,2
Africa,1993,0,100-999,0,1,0,0,0,0,0,0,0
Africa,1994,0,100-999,1,0,0,0,0,0,0,0,1
Africa,1994,0,100-999,0,1,0,0,0,0,0,0,0
Africa,1994,1,100-999,0,1,0,0,0,0,0,0,1
Africa,1995,0,100-999,0,0,0,1,0,0,0,0,0
Africa,1995,0,100-999,1,0,0,0,0,0,0,0,1
Africa,1995,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1995,0,2000-4999,1,0,1,0,0,0,0,0,0
Africa,1995,0,100-999,1,0,0,0,0,0,0,0,1
Africa,1995,0,100-999,1,0,0,0,0,1,0,0,1
Africa,1995,0,100-999,0,0,0,1,0,0,0,0,0
Africa,1995,1,50-99,0,0,1,0,0,0,0,0,1
Africa,1996,0,50-99,0,0,0,0,0,1,0,0,0
Africa,1996,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,1996,0,100-999,1,0,0,0,0,0,0,0,1
Africa,1996,0,5000-10000,0,1,0,0,0,0,0,0,1
Africa,1996,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1996,0,100-999,1,0,0,0,0,0,0,0,1
Africa,1997,1,50-99,1,0,0,0,0,0,0,0,1
Africa,1997,0,100-999,1,0,0,0,0,0,0,0,0
Africa,1997,0,2000-4999,0,1,0,0,0,0,0,0,1
Africa,1997,1,2000-4999,0,1,0,0,0,0,1,0,1
Africa,1997,0,>10000,0,0,0,0,0,0,1,0,0
Africa,1998,1,1000-1999,0,0,0,0,0,0,1,1,2
Africa,1998,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1998,1,100-999,1,0,0,0,0,0,0,1,2
Africa,1998,0,2000-4999,0,0,0,0,0,1,0,0,0
Africa,1998,0,2000-4999,1,0,0,0,0,1,0,0,1
Africa,1998,1,100-999,0,1,0,0,0,0,0,0,0
Africa,1998,0,50-99,1,0,0,0,0,0,0,0,1
Africa,1998,1,100-999,0,0,0,0,0,0,1,0,1
Africa,1998,1,2000-4999,0,1,0,0,0,0,1,1,2
Africa,1999,0,100-999,0,0,1,0,0,0,0,1,2
Africa,1999,1,100-999,1,1,0,0,0,0,0,0,1
Africa,1999,0,100-999,1,0,0,0,0,0,0,0,1
Africa,2000,1,2000-4999,1,0,0,0,0,0,0,0,1
Africa,2000,1,1000-1999,1,0,0,0,0,0,0,0,0
Africa,2000,1,100-999,1,0,0,0,0,0,0,0,0
Africa,2000,0,100-999,0,0,1,0,0,0,0,0,0
Africa,2000,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2000,1,100-999,0,0,0,0,0,0,1,0,1
Africa,2001,0,100-999,0,0,1,0,0,0,0,1,2
Africa,2002,0,50-99,1,0,0,0,0,0,0,1,2
Africa,2003,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2003,1,100-999,1,0,1,0,1,0,0,1,2
Africa,2003,0,1000-1999,0,0,0,0,0,1,0,1,2
Africa,2003,0,5000-10000,0,0,0,0,0,1,0,1,2
Africa,2003,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2004,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2004,0,50-99,1,0,0,0,0,0,0,1,2
Africa,2005,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2005,1,2000-4999,0,0,0,0,1,0,0,0,1
Africa,2006,0,1000-1999,1,0,0,0,0,0,0,1,2
Africa,2006,0,50-99,1,0,0,0,0,0,0,1,2
Africa,2007,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2008,0,100-999,1,0,0,0,0,0,1,1,2
Africa,2008,0,50-99,1,0,0,0,0,0,0,1,2
Africa,2008,0,100-999,0,1,0,0,0,0,0,1,2
Africa,2009,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2012,0,2000-4999,0,0,0,0,0,1,0,0,0
Africa,2014,0,50-99,1,0,0,0,0,0,0,1,2
Africa,2014,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2014,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2014,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2015,0,100-999,1,0,0,0,0,0,0,0,0
Africa,2015,0,100-999,0,1,0,0,0,0,0,0,1
Africa,2015,1,100-999,1,1,0,0,0,0,1,1,2
Africa,2016,1,50-99,0,0,0,0,0,0,1,1,2
Africa,2016,0,50-99,1,0,1,0,0,0,0,0,0
Africa,2016,0,50-99,0,0,0,0,0,1,0,0,1
Africa,2016,1,50-99,0,0,0,0,0,1,0,0,0
Africa,2016,0,50-99,1,0,0,0,0,0,0,0,0
Africa,2016,0,50-99,0,0,0,0,0,1,0,1,2
Africa,2016,0,50-99,0,0,0,0,0,0,1,0,1
Africa,2016,1,50-99,1,0,0,0,0,0,0,1,2
Africa,2016,0,100-999,1,0,0,0,0,1,0,0,0
Africa,2016,1,50-99,0,1,0,0,0,0,1,0,0
Africa,2016,0,100-999,1,0,0,0,0,0,1,1,2
Africa,2016,1,50-99,0,0,1,0,0,0,0,0,1
Africa,2016,1,100-999,1,0,0,0,0,1,0,1,2
Africa,2016,0,50-99,1,0,0,0,0,1,0,1,2
Africa,2016,1,50-99,1,0,0,0,0,0,0,0,1
Africa,2016,0,50-99,1,0,0,0,0,0,0,0,0
Africa,2016,0,100-999,1,0,0,0,0,1,0,1,2
Africa,2017,0,100-999,0,0,0,0,0,1,0,0,0
Africa,2017,1,50-99,0,0,1,0,0,0,0,0,1
Africa,2017,1,50-99,1,0,0,0,0,0,0,0,0
Africa,2017,1,50-99,0,0,0,0,0,1,0,0,1
Africa,2017,0,>10000,0,0,0,0,0,1,0,0,1
Africa,2018,0,100-999,0,1,0,0,0,0,0,0,1
Africa,2018,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2018,0,2000-4999,1,0,0,0,0,0,0,0,0
Africa,2018,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2018,0,2000-4999,1,0,0,0,0,1,1,0,1
Africa,2019,1,50-99,0,0,0,0,0,0,1,0,1
Africa,2019,1,50-99,0,0,0,0,0,0,1,1,2
Africa,2019,1,100-999,0,0,0,0,0,0,1,1,2
Africa,2019,0,100-999,1,0,1,0,0,0,0,0,0
Africa,2019,0,50-99,1,0,0,0,0,0,0,1,2
Africa,2019,0,50-99,0,1,1,0,0,0,0,0,0
Africa,2019,0,100-999,0,1,1,0,0,0,0,0,0
Africa,2019,0,50-99,0,0,1,0,0,0,0,0,1
Africa,2019,1,50-99,0,1,0,0,0,0,0,0,1
Africa,2019,0,50-99,0,0,1,0,0,0,0,0,0
Africa,1990,1,50-99,1,0,0,0,0,0,0,1,2
Africa,1992,0,2000-4999,1,1,0,0,0,0,0,1,2
Africa,1992,1,5000-10000,1,1,0,0,0,0,0,1,2
Africa,1992,0,100-999,1,0,0,0,0,0,0,1,2
Africa,1994,0,5000-10000,1,0,0,0,0,1,1,0,1
Africa,1994,1,2000-4999,0,0,0,0,0,0,1,0,0
Africa,1994,0,1000-1999,1,0,0,0,1,0,0,0,0
Africa,1995,1,2000-4999,1,0,0,0,0,0,0,0,1
Africa,1995,0,1000-1999,0,1,0,0,0,0,0,0,0
Africa,1995,0,100-999,1,0,0,0,0,0,0,0,0
Africa,1999,1,100-999,1,0,0,0,0,0,0,0,1
Africa,1999,0,100-999,1,0,0,0,0,0,0,1,2
Africa,2000,1,100-999,0,0,0,0,0,0,1,0,1
Africa,2001,1,100-999,1,0,0,0,0,0,0,1,2
Africa,2001,1,5000-10000,0,0,0,0,1,0,0,1,2
Africa,2001,0,2000-4999,0,1,0,0,0,0,0,0,1
Africa,2001,1,100-999,1,0,0,0,0,0,0,0,1
Africa,2001,1,2000-4999,0,0,1,0,0,0,0,1,2
Africa,2001,1,1000-1999,0,0,1,0,0,0,0,0,1
Africa,2001,1,50-99,0,0,1,0,0,0,0,1,2
Africa,2002,1,50-99,1,0,0,0,0,0,0,0,1
Africa,2002,1,2000-4999,1,0,0,0,0,0,0,1,2
